Segment,Protein Name,Sequence Accession,Complete Genome,Segment Length,Subtype,Collection Date,Host Species,Country,State/Province,Flu Season,Strain Name
2,"PB1,PB1-F2",CY135485,Yes,2316,H10N7,7/21/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM3361R0/2009(H10N7)
8,"NS1,NS2",CY135483,Yes,848,H10N7,7/21/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM3361R0/2009(H10N7)
3,"PA,PA-X protein(+61)",CY135484,Yes,2208,H10N7,7/21/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM3361R0/2009(H10N7)
1,PB2,CY135486,Yes,2316,H10N7,7/21/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM3361R0/2009(H10N7)
7,"M1,M2",CY135488,Yes,1002,H10N7,7/22/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM3379R0/2009(H10N7)
3,"PA,PA-X protein(+61)",CY135492,Yes,2208,H10N7,7/22/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM3379R0/2009(H10N7)
6,NA,CY135489,Yes,1436,H10N7,7/22/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM3379R0/2009(H10N7)
1,PB2,CY135494,Yes,2297,H10N7,7/22/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM3379R0/2009(H10N7)
8,"NS1,NS2",CY135491,Yes,848,H10N7,7/22/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM3379R0/2009(H10N7)
2,"PB1,PB1-F2",CY135493,Yes,2316,H10N7,7/22/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM3379R0/2009(H10N7)
5,NP,CY135490,Yes,1537,H10N7,7/22/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM3379R0/2009(H10N7)
4,HA,CY135487,Yes,1703,H10N7,7/22/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM3379R0/2009(H10N7)
5,NP,CY142645,Yes,1535,H4N6,8/10/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM6886R0/2009
3,"PA,PA-X protein(+61)",CY142647,Yes,2208,H4N6,8/10/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM6886R0/2009
7,"M1,M2",CY142643,Yes,994,H4N6,8/10/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM6886R0/2009
2,"PB1,PB1-F2",CY142648,Yes,2316,H4N6,8/10/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM6886R0/2009
8,"NS1,NS2",CY142646,Yes,865,H4N6,8/10/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM6886R0/2009
4,HA,CY142642,Yes,1713,H4N6,8/10/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM6886R0/2009
6,NA,CY142644,Yes,1439,H4N6,8/10/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM6886R0/2009
1,PB2,CY142649,Yes,2297,H4N6,8/10/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM6886R0/2009
6,NA,CY142988,Yes,1440,H4N6,8/10/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM8471R0/2009
4,HA,CY142986,Yes,1713,H4N6,8/10/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM8471R0/2009
7,"M1,M2",CY142987,Yes,994,H4N6,8/10/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM8471R0/2009
5,NP,CY142989,Yes,1540,H4N6,8/10/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM8471R0/2009
1,PB2,CY142993,Yes,2316,H4N6,8/10/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM8471R0/2009
3,"PA,PA-X protein(+61)",CY142991,Yes,2208,H4N6,8/10/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM8471R0/2009
8,"NS1,NS2",CY142990,Yes,865,H4N6,8/10/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM8471R0/2009
2,"PB1,PB1-F2",CY142992,Yes,2316,H4N6,8/10/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM8471R0/2009
6,NA,CY143020,Yes,1440,H4N6,8/11/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM8829R0/2009
3,"PA,PA-X protein(+61)",CY143023,Yes,2208,H4N6,8/11/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM8829R0/2009
8,"NS1,NS2",CY143022,Yes,865,H4N6,8/11/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM8829R0/2009
2,"PB1,PB1-F2",CY143024,Yes,2316,H4N6,8/11/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM8829R0/2009
5,NP,CY143021,Yes,1535,H4N6,8/11/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM8829R0/2009
1,PB2,CY143025,Yes,2306,H4N6,8/11/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM8829R0/2009
4,HA,CY143018,Yes,1713,H4N6,8/11/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM8829R0/2009
7,"M1,M2",CY143019,Yes,994,H4N6,8/11/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM8829R0/2009
8,"NS1,NS2",CY143038,Yes,848,H4N6,8/11/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM9049R0/2009
4,HA,CY143034,Yes,1713,H4N6,8/11/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM9049R0/2009
3,"PA,PA-X protein(+61)",CY143039,Yes,2208,H4N6,8/11/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM9049R0/2009
1,PB2,CY143041,Yes,2306,H4N6,8/11/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM9049R0/2009
5,NP,CY143037,Yes,1535,H4N6,8/11/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM9049R0/2009
2,PB1,CY143040,Yes,2294,H4N6,8/11/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM9049R0/2009
7,"M1,M2",CY143035,Yes,1002,H4N6,8/11/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM9049R0/2009
6,NA,CY143036,Yes,1440,H4N6,8/11/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM9049R0/2009
5,NP,CY143261,Yes,1540,H4N6,8/14/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM9683R2/2009
1,PB2,CY143265,Yes,2316,H4N6,8/14/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM9683R2/2009
4,HA,CY143258,Yes,1713,H4N6,8/14/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM9683R2/2009
3,"PA,PA-X protein(+61)",CY143263,Yes,2208,H4N6,8/14/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM9683R2/2009
6,NA,CY143260,Yes,1436,H4N6,8/14/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM9683R2/2009
7,"M1,M2",CY143259,Yes,1002,H4N6,8/14/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM9683R2/2009
2,"PB1,PB1-F2",CY143264,Yes,2274,H4N6,8/14/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM9683R2/2009
8,"NS1,NS2",CY143262,Yes,865,H4N6,8/14/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM9683R2/2009
3,"PA,PA-X protein(+61)",CY143271,Yes,2208,H3N1,8/14/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM9755R0/2009
6,NA,CY143268,Yes,1413,H3N1,8/14/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM9755R0/2009
8,"NS1,NS2",CY143270,Yes,848,H3N1,8/14/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM9755R0/2009
7,"M1,M2",CY143267,Yes,1002,H3N1,8/14/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM9755R0/2009
2,"PB1,PB1-F2",CY143272,Yes,2316,H3N1,8/14/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM9755R0/2009
4,HA,CY143266,Yes,1740,H3N1,8/14/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM9755R0/2009
1,PB2,CY143273,Yes,2316,H3N1,8/14/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM9755R0/2009
5,NP,CY143269,Yes,1537,H3N1,8/14/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM9755R0/2009
8,"NS1,NS2",CY143286,Yes,865,H4N6,8/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM9983R0/2009
5,NP,CY143285,Yes,1535,H4N6,8/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM9983R0/2009
6,NA,CY143284,Yes,1440,H4N6,8/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM9983R0/2009
2,"PB1,PB1-F2",CY143288,Yes,2316,H4N6,8/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM9983R0/2009
3,"PA,PA-X protein(+61)",CY143287,Yes,2208,H4N6,8/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM9983R0/2009
7,"M1,M2",CY143283,Yes,994,H4N6,8/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM9983R0/2009
4,HA,CY143282,Yes,1713,H4N6,8/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM9983R0/2009
1,PB2,CY143289,Yes,2306,H4N6,8/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM9983R0/2009
8,"NS1,NS2",CY143456,Yes,865,H4N6,8/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM9984R0/2009
4,HA,CY143452,Yes,1713,H4N6,8/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM9984R0/2009
7,"M1,M2",CY143453,Yes,994,H4N6,8/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM9984R0/2009
1,PB2,CY143459,Yes,2306,H4N6,8/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM9984R0/2009
2,"PB1,PB1-F2",CY143458,Yes,2316,H4N6,8/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM9984R0/2009
5,NP,CY143455,Yes,1535,H4N6,8/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM9984R0/2009
3,"PA,PA-X protein(+61)",CY143457,Yes,2208,H4N6,8/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM9984R0/2009
6,NA,CY143454,Yes,1440,H4N6,8/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM9984R0/2009
3,"PA,PA-X protein(+61)",CY143295,Yes,2208,H4N6,8/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM9985R0/2009
5,NP,CY143293,Yes,1535,H4N6,8/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM9985R0/2009
7,"M1,M2",CY143291,Yes,994,H4N6,8/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM9985R0/2009
8,"NS1,NS2",CY143294,Yes,865,H4N6,8/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM9985R0/2009
6,NA,CY143292,Yes,1440,H4N6,8/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM9985R0/2009
4,HA,CY143290,Yes,1713,H4N6,8/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM9985R0/2009
2,"PB1,PB1-F2",CY143296,Yes,2316,H4N6,8/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM9985R0/2009
1,PB2,CY143297,Yes,2306,H4N6,8/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM9985R0/2009
3,"PA,PA-X protein(+61)",CY133582,Yes,2201,H4N6,9/18/2010,IRD:Mallard/Avian,USA,Iowa,-N/A-,A/mallard/Iowa/10OS2420/2010
4,HA,CY133577,Yes,1710,H4N6,9/18/2010,IRD:Mallard/Avian,USA,Iowa,-N/A-,A/mallard/Iowa/10OS2420/2010
7,"M1,M2",CY133578,Yes,1002,H4N6,9/18/2010,IRD:Mallard/Avian,USA,Iowa,-N/A-,A/mallard/Iowa/10OS2420/2010
1,PB2,CY133584,Yes,2316,H4N6,9/18/2010,IRD:Mallard/Avian,USA,Iowa,-N/A-,A/mallard/Iowa/10OS2420/2010
5,NP,CY133580,Yes,1530,H4N6,9/18/2010,IRD:Mallard/Avian,USA,Iowa,-N/A-,A/mallard/Iowa/10OS2420/2010
6,NA,CY133579,Yes,1439,H4N6,9/18/2010,IRD:Mallard/Avian,USA,Iowa,-N/A-,A/mallard/Iowa/10OS2420/2010
8,"NS1,NS2",CY133581,Yes,865,H4N6,9/18/2010,IRD:Mallard/Avian,USA,Iowa,-N/A-,A/mallard/Iowa/10OS2420/2010
2,"PB1,PB1-F2",CY133583,Yes,2316,H4N6,9/18/2010,IRD:Mallard/Avian,USA,Iowa,-N/A-,A/mallard/Iowa/10OS2420/2010
6,NA,CY133587,Yes,1421,H3N8,9/18/2010,IRD:Mallard/Avian,USA,Iowa,-N/A-,A/mallard/Iowa/10OS2426/2010
2,"PB1,PB1-F2",CY133591,Yes,2316,H3N8,9/18/2010,IRD:Mallard/Avian,USA,Iowa,-N/A-,A/mallard/Iowa/10OS2426/2010
3,"PA,PA-X protein(+61)",CY133590,Yes,2208,H3N8,9/18/2010,IRD:Mallard/Avian,USA,Iowa,-N/A-,A/mallard/Iowa/10OS2426/2010
5,NP,CY133588,Yes,1540,H3N8,9/18/2010,IRD:Mallard/Avian,USA,Iowa,-N/A-,A/mallard/Iowa/10OS2426/2010
8,"NS1,NS2",CY133589,Yes,865,H3N8,9/18/2010,IRD:Mallard/Avian,USA,Iowa,-N/A-,A/mallard/Iowa/10OS2426/2010
4,HA,CY133585,Yes,1740,H3N8,9/18/2010,IRD:Mallard/Avian,USA,Iowa,-N/A-,A/mallard/Iowa/10OS2426/2010
7,"M1,M2",CY133586,Yes,1002,H3N8,9/18/2010,IRD:Mallard/Avian,USA,Iowa,-N/A-,A/mallard/Iowa/10OS2426/2010
1,PB2,CY133592,Yes,2316,H3N8,9/18/2010,IRD:Mallard/Avian,USA,Iowa,-N/A-,A/mallard/Iowa/10OS2426/2010
4,HA,CY133593,Yes,1740,H3N6,9/18/2010,IRD:Mallard/Avian,USA,Iowa,-N/A-,A/mallard/Iowa/10OS2492/2010
6,NA,CY133595,Yes,1439,H3N6,9/18/2010,IRD:Mallard/Avian,USA,Iowa,-N/A-,A/mallard/Iowa/10OS2492/2010
2,"PB1,PB1-F2",CY133599,Yes,2316,H3N6,9/18/2010,IRD:Mallard/Avian,USA,Iowa,-N/A-,A/mallard/Iowa/10OS2492/2010
7,"M1,M2",CY133594,Yes,1002,H3N6,9/18/2010,IRD:Mallard/Avian,USA,Iowa,-N/A-,A/mallard/Iowa/10OS2492/2010
3,"PA,PA-X protein(+61)",CY133598,Yes,2208,H3N6,9/18/2010,IRD:Mallard/Avian,USA,Iowa,-N/A-,A/mallard/Iowa/10OS2492/2010
5,NP,CY133596,Yes,1536,H3N6,9/18/2010,IRD:Mallard/Avian,USA,Iowa,-N/A-,A/mallard/Iowa/10OS2492/2010
1,PB2,CY133600,Yes,2307,H3N6,9/18/2010,IRD:Mallard/Avian,USA,Iowa,-N/A-,A/mallard/Iowa/10OS2492/2010
8,"NS1,NS2",CY133597,Yes,865,H3N6,9/18/2010,IRD:Mallard/Avian,USA,Iowa,-N/A-,A/mallard/Iowa/10OS2492/2010
8,"NS1,NS2",CY133436,Yes,865,H4N2,10/16/2010,IRD:Mallard/Avian,USA,Iowa,11-Oct,A/mallard/Iowa/10OS2685/2010
4,HA,CY133432,Yes,1713,H4N2,10/16/2010,IRD:Mallard/Avian,USA,Iowa,11-Oct,A/mallard/Iowa/10OS2685/2010
5,NP,CY133435,Yes,1536,H4N2,10/16/2010,IRD:Mallard/Avian,USA,Iowa,11-Oct,A/mallard/Iowa/10OS2685/2010
7,"M1,M2",CY133433,Yes,1002,H4N2,10/16/2010,IRD:Mallard/Avian,USA,Iowa,11-Oct,A/mallard/Iowa/10OS2685/2010
1,PB2,CY133439,Yes,2307,H4N2,10/16/2010,IRD:Mallard/Avian,USA,Iowa,11-Oct,A/mallard/Iowa/10OS2685/2010
3,"PA,PA-X protein(+61)",CY133437,Yes,2208,H4N2,10/16/2010,IRD:Mallard/Avian,USA,Iowa,11-Oct,A/mallard/Iowa/10OS2685/2010
2,"PB1,PB1-F2",CY133438,Yes,2316,H4N2,10/16/2010,IRD:Mallard/Avian,USA,Iowa,11-Oct,A/mallard/Iowa/10OS2685/2010
6,NA,CY133434,Yes,1442,H4N2,10/16/2010,IRD:Mallard/Avian,USA,Iowa,11-Oct,A/mallard/Iowa/10OS2685/2010
3,"PA,PA-X protein(+61)",CY133445,Yes,2208,H4N2,10/16/2010,IRD:Mallard/Avian,USA,Iowa,11-Oct,A/mallard/Iowa/10OS2692/2010
5,NP,CY133443,Yes,1540,H4N2,10/16/2010,IRD:Mallard/Avian,USA,Iowa,11-Oct,A/mallard/Iowa/10OS2692/2010
1,PB2,CY133447,Yes,2316,H4N2,10/16/2010,IRD:Mallard/Avian,USA,Iowa,11-Oct,A/mallard/Iowa/10OS2692/2010
7,"M1,M2",CY133441,Yes,1002,H4N2,10/16/2010,IRD:Mallard/Avian,USA,Iowa,11-Oct,A/mallard/Iowa/10OS2692/2010
8,"NS1,NS2",CY133444,Yes,865,H4N2,10/16/2010,IRD:Mallard/Avian,USA,Iowa,11-Oct,A/mallard/Iowa/10OS2692/2010
4,HA,CY133440,Yes,1713,H4N2,10/16/2010,IRD:Mallard/Avian,USA,Iowa,11-Oct,A/mallard/Iowa/10OS2692/2010
6,NA,CY133442,Yes,1442,H4N2,10/16/2010,IRD:Mallard/Avian,USA,Iowa,11-Oct,A/mallard/Iowa/10OS2692/2010
2,"PB1,PB1-F2",CY133446,Yes,2316,H4N2,10/16/2010,IRD:Mallard/Avian,USA,Iowa,11-Oct,A/mallard/Iowa/10OS2692/2010
3,"PA,PA-X protein(+61)",CY133453,Yes,2201,H2N2,10/16/2010,IRD:Mallard/Avian,USA,Iowa,11-Oct,A/mallard/Iowa/10OS2721/2010
8,"NS1,NS2",CY133452,Yes,865,H2N2,10/16/2010,IRD:Mallard/Avian,USA,Iowa,11-Oct,A/mallard/Iowa/10OS2721/2010
1,PB2,CY133455,Yes,2316,H2N2,10/16/2010,IRD:Mallard/Avian,USA,Iowa,11-Oct,A/mallard/Iowa/10OS2721/2010
5,NP,CY133451,Yes,1540,H2N2,10/16/2010,IRD:Mallard/Avian,USA,Iowa,11-Oct,A/mallard/Iowa/10OS2721/2010
7,"M1,M2",CY133449,Yes,1002,H2N2,10/16/2010,IRD:Mallard/Avian,USA,Iowa,11-Oct,A/mallard/Iowa/10OS2721/2010
6,NA,CY133450,Yes,1442,H2N2,10/16/2010,IRD:Mallard/Avian,USA,Iowa,11-Oct,A/mallard/Iowa/10OS2721/2010
2,"PB1,PB1-F2",CY133454,Yes,2316,H2N2,10/16/2010,IRD:Mallard/Avian,USA,Iowa,11-Oct,A/mallard/Iowa/10OS2721/2010
4,HA,CY133448,Yes,1747,H2N2,10/16/2010,IRD:Mallard/Avian,USA,Iowa,11-Oct,A/mallard/Iowa/10OS2721/2010
2,"PB1,PB1-F2",CY133470,Yes,2316,H11N9,10/17/2010,IRD:Mallard/Avian,USA,Iowa,11-Oct,A/mallard/Iowa/10OS2752/2010
3,"PA,PA-X protein(+61)",CY133469,Yes,2208,H11N9,10/17/2010,IRD:Mallard/Avian,USA,Iowa,11-Oct,A/mallard/Iowa/10OS2752/2010
7,"M1,M2",CY133465,Yes,1002,H11N9,10/17/2010,IRD:Mallard/Avian,USA,Iowa,11-Oct,A/mallard/Iowa/10OS2752/2010
6,NA,CY133466,Yes,1435,H11N9,10/17/2010,IRD:Mallard/Avian,USA,Iowa,11-Oct,A/mallard/Iowa/10OS2752/2010
4,HA,CY133464,Yes,1709,H11N9,10/17/2010,IRD:Mallard/Avian,USA,Iowa,11-Oct,A/mallard/Iowa/10OS2752/2010
1,PB2,CY133471,Yes,2316,H11N9,10/17/2010,IRD:Mallard/Avian,USA,Iowa,11-Oct,A/mallard/Iowa/10OS2752/2010
5,NP,CY133467,Yes,1540,H11N9,10/17/2010,IRD:Mallard/Avian,USA,Iowa,11-Oct,A/mallard/Iowa/10OS2752/2010
8,"NS1,NS2",CY133468,Yes,865,H11N9,10/17/2010,IRD:Mallard/Avian,USA,Iowa,11-Oct,A/mallard/Iowa/10OS2752/2010
7,"M1,M2",CY097583,Yes,1000,H11N9,11/7/2009,IRD:Mallard/Avian,USA,Iowa,10-Sep,A/mallard/Iowa/3193/2009(H11N9)
6,NA,CY097584,Yes,1435,H11N9,11/7/2009,IRD:Mallard/Avian,USA,Iowa,10-Sep,A/mallard/Iowa/3193/2009(H11N9)
8,"NS1,NS2",CY097586,Yes,865,H11N9,11/7/2009,IRD:Mallard/Avian,USA,Iowa,10-Sep,A/mallard/Iowa/3193/2009(H11N9)
1,PB2,CY097589,Yes,2306,H11N9,11/7/2009,IRD:Mallard/Avian,USA,Iowa,10-Sep,A/mallard/Iowa/3193/2009(H11N9)
2,"PB1,PB1-F2",CY097588,Yes,2316,H11N9,11/7/2009,IRD:Mallard/Avian,USA,Iowa,10-Sep,A/mallard/Iowa/3193/2009(H11N9)
3,"PA,PA-X protein(+61)",CY097587,Yes,2208,H11N9,11/7/2009,IRD:Mallard/Avian,USA,Iowa,10-Sep,A/mallard/Iowa/3193/2009(H11N9)
5,NP,CY097585,Yes,1540,H11N9,11/7/2009,IRD:Mallard/Avian,USA,Iowa,10-Sep,A/mallard/Iowa/3193/2009(H11N9)
4,HA,CY097582,Yes,1709,H11N9,11/7/2009,IRD:Mallard/Avian,USA,Iowa,10-Sep,A/mallard/Iowa/3193/2009(H11N9)
4,HA,CY097075*,Yes,1751,(H1),11/7/2009,IRD:Mallard/Avian,USA,Iowa,10-Sep,A/mallard/Iowa/3195/2009(mixed)
6,NA,CY097078*,Yes,1454,(N1),11/7/2009,IRD:Mallard/Avian,USA,Iowa,10-Sep,A/mallard/Iowa/3195/2009(mixed)
6,NA,CY097077*,Yes,1439,(N2),11/7/2009,IRD:Mallard/Avian,USA,Iowa,10-Sep,A/mallard/Iowa/3195/2009(mixed)
3,"PA,PA-X protein(+61)",CY097081*,Yes,2208,mixed,11/7/2009,IRD:Mallard/Avian,USA,Iowa,10-Sep,A/mallard/Iowa/3195/2009(mixed)
4,HA,CY097074*,Yes,1734,(H3),11/7/2009,IRD:Mallard/Avian,USA,Iowa,10-Sep,A/mallard/Iowa/3195/2009(mixed)
7,"M1,M2",CY097076*,Yes,1002,mixed,11/7/2009,IRD:Mallard/Avian,USA,Iowa,10-Sep,A/mallard/Iowa/3195/2009(mixed)
2,"PB1,PB1-F2",CY097082*,Yes,2316,mixed,11/7/2009,IRD:Mallard/Avian,USA,Iowa,10-Sep,A/mallard/Iowa/3195/2009(mixed)
8,"NS1,NS2",CY097080*,Yes,865,mixed,11/7/2009,IRD:Mallard/Avian,USA,Iowa,10-Sep,A/mallard/Iowa/3195/2009(mixed)
5,NP,CY097079*,Yes,1537,mixed,11/7/2009,IRD:Mallard/Avian,USA,Iowa,10-Sep,A/mallard/Iowa/3195/2009(mixed)
1,PB2,CY097083*,Yes,2316,mixed,11/7/2009,IRD:Mallard/Avian,USA,Iowa,10-Sep,A/mallard/Iowa/3195/2009(mixed)
1,NL,CY097092,Yes,2316,mixed,11/8/2009,IRD:Mallard/Avian,USA,Iowa,-N/A-,A/mallard/Iowa/3205/2009
4,NL,CY097084,Yes,1747,(H2),11/8/2009,IRD:Mallard/Avian,USA,Iowa,-N/A-,A/mallard/Iowa/3205/2009
7,NL,CY097085,Yes,1002,mixed,11/8/2009,IRD:Mallard/Avian,USA,Iowa,-N/A-,A/mallard/Iowa/3205/2009
6,NL,CY097087,Yes,480,(N1),11/8/2009,IRD:Mallard/Avian,USA,Iowa,-N/A-,A/mallard/Iowa/3205/2009
5,NL,CY097088,Yes,1536,mixed,11/8/2009,IRD:Mallard/Avian,USA,Iowa,-N/A-,A/mallard/Iowa/3205/2009
8,NL,CY097089,Yes,865,mixed,11/8/2009,IRD:Mallard/Avian,USA,Iowa,-N/A-,A/mallard/Iowa/3205/2009
3,NL,CY097090,Yes,2208,mixed,11/8/2009,IRD:Mallard/Avian,USA,Iowa,-N/A-,A/mallard/Iowa/3205/2009
6,NL,CY097086,Yes,1439,(N6),11/8/2009,IRD:Mallard/Avian,USA,Iowa,-N/A-,A/mallard/Iowa/3205/2009
2,NL,CY097091,Yes,2316,mixed,11/8/2009,IRD:Mallard/Avian,USA,Iowa,-N/A-,A/mallard/Iowa/3205/2009
6,NA,CY132119,Yes,1440,H4N6,8/20/2010,IRD:Mallard/Avian,USA,Michigan,-N/A-,A/mallard/Michigan/10OS1491/2010(H4N6)
